SYMBOL,DATE,COMPANY,EXCHANGE,CLOSE
MSFT,2014-08-06,Microsoft Corporation,NASDAQ,42.74
MSFT,2014-08-07,Microsoft Corporation,NASDAQ,43.23
MSFT,2014-08-08,Microsoft Corporation,NASDAQ,43.2
MSFT,2014-08-11,Microsoft Corporation,NASDAQ,43.2
MSFT,2014-08-12,Microsoft Corporation,NASDAQ,43.52
MSFT,2014-08-13,Microsoft Corporation,NASDAQ,44.08
MSFT,2014-08-14,Microsoft Corporation,NASDAQ,44.27
MSFT,2014-08-15,Microsoft Corporation,NASDAQ,44.79
MSFT,2014-08-18,Microsoft Corporation,NASDAQ,45.11
MSFT,2014-08-19,Microsoft Corporation,NASDAQ,45.33
MSFT,2014-08-20,Microsoft Corporation,NASDAQ,44.95
MSFT,2014-08-21,Microsoft Corporation,NASDAQ,45.22
MSFT,2014-08-22,Microsoft Corporation,NASDAQ,45.15
MSFT,2014-08-25,Microsoft Corporation,NASDAQ,45.17
MSFT,2014-08-26,Microsoft Corporation,NASDAQ,45.01
MSFT,2014-08-27,Microsoft Corporation,NASDAQ,44.87
MSFT,2014-08-28,Microsoft Corporation,NASDAQ,44.88
MSFT,2014-08-29,Microsoft Corporation,NASDAQ,45.43
MSFT,2014-09-02,Microsoft Corporation,NASDAQ,45.09
MSFT,2014-09-03,Microsoft Corporation,NASDAQ,44.96
MSFT,2014-09-04,Microsoft Corporation,NASDAQ,45.26
MSFT,2014-09-05,Microsoft Corporation,NASDAQ,45.91
MSFT,2014-09-08,Microsoft Corporation,NASDAQ,46.47
MSFT,2014-09-09,Microsoft Corporation,NASDAQ,46.76
MSFT,2014-09-10,Microsoft Corporation,NASDAQ,46.84
MSFT,2014-09-11,Microsoft Corporation,NASDAQ,47
MSFT,2014-09-12,Microsoft Corporation,NASDAQ,46.7
MSFT,2014-09-15,Microsoft Corporation,NASDAQ,46.24
MSFT,2014-09-16,Microsoft Corporation,NASDAQ,46.76
MSFT,2014-09-17,Microsoft Corporation,NASDAQ,46.52
MSFT,2014-09-18,Microsoft Corporation,NASDAQ,46.68
MSFT,2014-09-19,Microsoft Corporation,NASDAQ,47.52
MSFT,2014-09-22,Microsoft Corporation,NASDAQ,47.06
MSFT,2014-09-23,Microsoft Corporation,NASDAQ,46.56
MSFT,2014-09-24,Microsoft Corporation,NASDAQ,47.08
MSFT,2014-09-25,Microsoft Corporation,NASDAQ,46.04
MSFT,2014-09-26,Microsoft Corporation,NASDAQ,46.41
MSFT,2014-09-29,Microsoft Corporation,NASDAQ,46.44
MSFT,2014-09-30,Microsoft Corporation,NASDAQ,46.36
MSFT,2014-10-01,Microsoft Corporation,NASDAQ,45.9
MSFT,2014-10-02,Microsoft Corporation,NASDAQ,45.76
MSFT,2014-10-03,Microsoft Corporation,NASDAQ,46.09
MSFT,2014-10-06,Microsoft Corporation,NASDAQ,46.09
MSFT,2014-10-07,Microsoft Corporation,NASDAQ,45.53
MSFT,2014-10-08,Microsoft Corporation,NASDAQ,46.78
MSFT,2014-10-09,Microsoft Corporation,NASDAQ,45.85
MSFT,2014-10-10,Microsoft Corporation,NASDAQ,44.03
MSFT,2014-10-13,Microsoft Corporation,NASDAQ,43.65
MSFT,2014-10-14,Microsoft Corporation,NASDAQ,43.73
MSFT,2014-10-15,Microsoft Corporation,NASDAQ,43.22
MSFT,2014-10-16,Microsoft Corporation,NASDAQ,42.74
MSFT,2014-10-17,Microsoft Corporation,NASDAQ,43.63
MSFT,2014-10-20,Microsoft Corporation,NASDAQ,44.08
MSFT,2014-10-21,Microsoft Corporation,NASDAQ,44.88
MSFT,2014-10-22,Microsoft Corporation,NASDAQ,44.38
MSFT,2014-10-23,Microsoft Corporation,NASDAQ,45.02
MSFT,2014-10-24,Microsoft Corporation,NASDAQ,46.13
MSFT,2014-10-27,Microsoft Corporation,NASDAQ,45.91
MSFT,2014-10-28,Microsoft Corporation,NASDAQ,46.49
MSFT,2014-10-29,Microsoft Corporation,NASDAQ,46.62
MSFT,2014-10-30,Microsoft Corporation,NASDAQ,46.05
MSFT,2014-10-31,Microsoft Corporation,NASDAQ,46.95
MSFT,2014-11-03,Microsoft Corporation,NASDAQ,47.44
MSFT,2014-11-04,Microsoft Corporation,NASDAQ,47.57
MSFT,2014-11-05,Microsoft Corporation,NASDAQ,47.86
MSFT,2014-11-06,Microsoft Corporation,NASDAQ,48.7
MSFT,2014-11-07,Microsoft Corporation,NASDAQ,48.68
MSFT,2014-11-10,Microsoft Corporation,NASDAQ,48.89
MSFT,2014-11-11,Microsoft Corporation,NASDAQ,48.87
MSFT,2014-11-12,Microsoft Corporation,NASDAQ,48.78
MSFT,2014-11-13,Microsoft Corporation,NASDAQ,49.61
MSFT,2014-11-14,Microsoft Corporation,NASDAQ,49.58
MSFT,2014-11-17,Microsoft Corporation,NASDAQ,49.46
MSFT,2014-11-18,Microsoft Corporation,NASDAQ,48.74
MSFT,2014-11-19,Microsoft Corporation,NASDAQ,48.22
MSFT,2014-11-20,Microsoft Corporation,NASDAQ,48.7
MSFT,2014-11-21,Microsoft Corporation,NASDAQ,47.98
MSFT,2014-11-24,Microsoft Corporation,NASDAQ,47.59
MSFT,2014-11-25,Microsoft Corporation,NASDAQ,47.47
MSFT,2014-11-26,Microsoft Corporation,NASDAQ,47.75
MSFT,2014-11-28,Microsoft Corporation,NASDAQ,47.81
MSFT,2014-12-01,Microsoft Corporation,NASDAQ,48.62
MSFT,2014-12-02,Microsoft Corporation,NASDAQ,48.46
MSFT,2014-12-03,Microsoft Corporation,NASDAQ,48.08
MSFT,2014-12-04,Microsoft Corporation,NASDAQ,48.84
MSFT,2014-12-05,Microsoft Corporation,NASDAQ,48.42
MSFT,2014-12-08,Microsoft Corporation,NASDAQ,47.7
MSFT,2014-12-09,Microsoft Corporation,NASDAQ,47.59
MSFT,2014-12-10,Microsoft Corporation,NASDAQ,46.9
MSFT,2014-12-11,Microsoft Corporation,NASDAQ,47.17
MSFT,2014-12-12,Microsoft Corporation,NASDAQ,46.95
MSFT,2014-12-15,Microsoft Corporation,NASDAQ,46.67
MSFT,2014-12-16,Microsoft Corporation,NASDAQ,45.16
MSFT,2014-12-17,Microsoft Corporation,NASDAQ,45.74
MSFT,2014-12-18,Microsoft Corporation,NASDAQ,47.52
MSFT,2014-12-19,Microsoft Corporation,NASDAQ,47.66
MSFT,2014-12-22,Microsoft Corporation,NASDAQ,47.98
MSFT,2014-12-23,Microsoft Corporation,NASDAQ,48.45
MSFT,2014-12-24,Microsoft Corporation,NASDAQ,48.14
MSFT,2014-12-26,Microsoft Corporation,NASDAQ,47.88
MSFT,2014-12-29,Microsoft Corporation,NASDAQ,47.45
MSFT,2014-12-30,Microsoft Corporation,NASDAQ,47.02
MSFT,2014-12-31,Microsoft Corporation,NASDAQ,46.45
MSFT,2015-01-02,Microsoft Corporation,NASDAQ,46.76
MSFT,2015-01-05,Microsoft Corporation,NASDAQ,46.33
MSFT,2015-01-06,Microsoft Corporation,NASDAQ,45.65
MSFT,2015-01-07,Microsoft Corporation,NASDAQ,46.23
MSFT,2015-01-08,Microsoft Corporation,NASDAQ,47.59
MSFT,2015-01-09,Microsoft Corporation,NASDAQ,47.19
MSFT,2015-01-12,Microsoft Corporation,NASDAQ,46.6
MSFT,2015-01-13,Microsoft Corporation,NASDAQ,46.35
MSFT,2015-01-14,Microsoft Corporation,NASDAQ,45.95
MSFT,2015-01-15,Microsoft Corporation,NASDAQ,45.48
MSFT,2015-01-16,Microsoft Corporation,NASDAQ,46.24
MSFT,2015-01-20,Microsoft Corporation,NASDAQ,46.39
MSFT,2015-01-21,Microsoft Corporation,NASDAQ,45.92
MSFT,2015-01-22,Microsoft Corporation,NASDAQ,47.13
MSFT,2015-01-23,Microsoft Corporation,NASDAQ,47.18
MSFT,2015-01-26,Microsoft Corporation,NASDAQ,47.01
MSFT,2015-01-27,Microsoft Corporation,NASDAQ,42.66
MSFT,2015-01-28,Microsoft Corporation,NASDAQ,41.19
MSFT,2015-01-29,Microsoft Corporation,NASDAQ,42.01
MSFT,2015-01-30,Microsoft Corporation,NASDAQ,40.4
MSFT,2015-02-02,Microsoft Corporation,NASDAQ,41.28
MSFT,2015-02-03,Microsoft Corporation,NASDAQ,41.6
MSFT,2015-02-04,Microsoft Corporation,NASDAQ,41.84
MSFT,2015-02-05,Microsoft Corporation,NASDAQ,42.45
MSFT,2015-02-06,Microsoft Corporation,NASDAQ,42.41
MSFT,2015-02-09,Microsoft Corporation,NASDAQ,42.36
MSFT,2015-02-10,Microsoft Corporation,NASDAQ,42.6
MSFT,2015-02-11,Microsoft Corporation,NASDAQ,42.38
MSFT,2015-02-12,Microsoft Corporation,NASDAQ,43.09
MSFT,2015-02-13,Microsoft Corporation,NASDAQ,43.87
MSFT,2015-02-17,Microsoft Corporation,NASDAQ,43.58
MSFT,2015-02-18,Microsoft Corporation,NASDAQ,43.53
MSFT,2015-02-19,Microsoft Corporation,NASDAQ,43.5
MSFT,2015-02-20,Microsoft Corporation,NASDAQ,43.85
MSFT,2015-02-23,Microsoft Corporation,NASDAQ,44.15
MSFT,2015-02-24,Microsoft Corporation,NASDAQ,44.09
MSFT,2015-02-25,Microsoft Corporation,NASDAQ,43.99
MSFT,2015-02-26,Microsoft Corporation,NASDAQ,44.05
MSFT,2015-02-27,Microsoft Corporation,NASDAQ,43.85
MSFT,2015-03-02,Microsoft Corporation,NASDAQ,43.88
MSFT,2015-03-03,Microsoft Corporation,NASDAQ,43.28
MSFT,2015-03-04,Microsoft Corporation,NASDAQ,43.05
MSFT,2015-03-05,Microsoft Corporation,NASDAQ,43.11
MSFT,2015-03-06,Microsoft Corporation,NASDAQ,42.36
MSFT,2015-03-09,Microsoft Corporation,NASDAQ,42.85
MSFT,2015-03-10,Microsoft Corporation,NASDAQ,42.03
MSFT,2015-03-11,Microsoft Corporation,NASDAQ,41.98
MSFT,2015-03-12,Microsoft Corporation,NASDAQ,41.02
MSFT,2015-03-13,Microsoft Corporation,NASDAQ,41.38
MSFT,2015-03-16,Microsoft Corporation,NASDAQ,41.56
MSFT,2015-03-17,Microsoft Corporation,NASDAQ,41.7
MSFT,2015-03-18,Microsoft Corporation,NASDAQ,42.5
MSFT,2015-03-19,Microsoft Corporation,NASDAQ,42.28
MSFT,2015-03-20,Microsoft Corporation,NASDAQ,42.88
MSFT,2015-03-23,Microsoft Corporation,NASDAQ,42.85
MSFT,2015-03-24,Microsoft Corporation,NASDAQ,42.9
MSFT,2015-03-25,Microsoft Corporation,NASDAQ,41.46
MSFT,2015-03-26,Microsoft Corporation,NASDAQ,41.21
MSFT,2015-03-27,Microsoft Corporation,NASDAQ,40.97
MSFT,2015-03-30,Microsoft Corporation,NASDAQ,40.96
MSFT,2015-03-31,Microsoft Corporation,NASDAQ,40.66
MSFT,2015-04-01,Microsoft Corporation,NASDAQ,40.72
MSFT,2015-04-02,Microsoft Corporation,NASDAQ,40.29
MSFT,2015-04-06,Microsoft Corporation,NASDAQ,41.55
MSFT,2015-04-07,Microsoft Corporation,NASDAQ,41.53
MSFT,2015-04-08,Microsoft Corporation,NASDAQ,41.42
MSFT,2015-04-09,Microsoft Corporation,NASDAQ,41.48
MSFT,2015-04-10,Microsoft Corporation,NASDAQ,41.72
MSFT,2015-04-13,Microsoft Corporation,NASDAQ,41.76
MSFT,2015-04-14,Microsoft Corporation,NASDAQ,41.65
MSFT,2015-04-15,Microsoft Corporation,NASDAQ,42.26
MSFT,2015-04-16,Microsoft Corporation,NASDAQ,42.16
MSFT,2015-04-17,Microsoft Corporation,NASDAQ,41.62
MSFT,2015-04-20,Microsoft Corporation,NASDAQ,42.91
MSFT,2015-04-21,Microsoft Corporation,NASDAQ,42.63
MSFT,2015-04-22,Microsoft Corporation,NASDAQ,42.98
MSFT,2015-04-23,Microsoft Corporation,NASDAQ,43.34
MSFT,2015-04-24,Microsoft Corporation,NASDAQ,47.87
MSFT,2015-04-27,Microsoft Corporation,NASDAQ,48.03
MSFT,2015-04-28,Microsoft Corporation,NASDAQ,49.16
MSFT,2015-04-29,Microsoft Corporation,NASDAQ,49.06
MSFT,2015-04-30,Microsoft Corporation,NASDAQ,48.64
MSFT,2015-05-01,Microsoft Corporation,NASDAQ,48.66
MSFT,2015-05-04,Microsoft Corporation,NASDAQ,48.24
MSFT,2015-05-05,Microsoft Corporation,NASDAQ,47.6
MSFT,2015-05-06,Microsoft Corporation,NASDAQ,46.28
MSFT,2015-05-07,Microsoft Corporation,NASDAQ,46.7
MSFT,2015-05-08,Microsoft Corporation,NASDAQ,47.75
MSFT,2015-05-11,Microsoft Corporation,NASDAQ,47.37
MSFT,2015-05-12,Microsoft Corporation,NASDAQ,47.35
MSFT,2015-05-13,Microsoft Corporation,NASDAQ,47.62
MSFT,2015-05-14,Microsoft Corporation,NASDAQ,48.72
MSFT,2015-05-15,Microsoft Corporation,NASDAQ,48.3
MSFT,2015-05-18,Microsoft Corporation,NASDAQ,48.01
MSFT,2015-05-19,Microsoft Corporation,NASDAQ,47.58
MSFT,2015-05-20,Microsoft Corporation,NASDAQ,47.58
MSFT,2015-05-21,Microsoft Corporation,NASDAQ,47.42
MSFT,2015-05-22,Microsoft Corporation,NASDAQ,46.9
MSFT,2015-05-26,Microsoft Corporation,NASDAQ,46.59
MSFT,2015-05-27,Microsoft Corporation,NASDAQ,47.61
MSFT,2015-05-28,Microsoft Corporation,NASDAQ,47.45
MSFT,2015-05-29,Microsoft Corporation,NASDAQ,46.86
MSFT,2015-06-01,Microsoft Corporation,NASDAQ,47.23
MSFT,2015-06-02,Microsoft Corporation,NASDAQ,46.92
MSFT,2015-06-03,Microsoft Corporation,NASDAQ,46.85
MSFT,2015-06-04,Microsoft Corporation,NASDAQ,46.36
MSFT,2015-06-05,Microsoft Corporation,NASDAQ,46.14
MSFT,2015-06-08,Microsoft Corporation,NASDAQ,45.73
MSFT,2015-06-09,Microsoft Corporation,NASDAQ,45.65
MSFT,2015-06-10,Microsoft Corporation,NASDAQ,46.61
MSFT,2015-06-11,Microsoft Corporation,NASDAQ,46.44
MSFT,2015-06-12,Microsoft Corporation,NASDAQ,45.97
MSFT,2015-06-15,Microsoft Corporation,NASDAQ,45.48
MSFT,2015-06-16,Microsoft Corporation,NASDAQ,45.83
MSFT,2015-06-17,Microsoft Corporation,NASDAQ,45.97
MSFT,2015-06-18,Microsoft Corporation,NASDAQ,46.72
MSFT,2015-06-19,Microsoft Corporation,NASDAQ,46.1
MSFT,2015-06-22,Microsoft Corporation,NASDAQ,46.23
MSFT,2015-06-23,Microsoft Corporation,NASDAQ,45.91
MSFT,2015-06-24,Microsoft Corporation,NASDAQ,45.63
MSFT,2015-06-25,Microsoft Corporation,NASDAQ,45.65
MSFT,2015-06-26,Microsoft Corporation,NASDAQ,45.26
MSFT,2015-06-29,Microsoft Corporation,NASDAQ,44.37
MSFT,2015-06-30,Microsoft Corporation,NASDAQ,44.15
MSFT,2015-07-01,Microsoft Corporation,NASDAQ,44.45
MSFT,2015-07-02,Microsoft Corporation,NASDAQ,44.4
MSFT,2015-07-06,Microsoft Corporation,NASDAQ,44.39
MSFT,2015-07-07,Microsoft Corporation,NASDAQ,44.3
MSFT,2015-07-08,Microsoft Corporation,NASDAQ,44.24
MSFT,2015-07-09,Microsoft Corporation,NASDAQ,44.52
MSFT,2015-07-10,Microsoft Corporation,NASDAQ,44.61
MSFT,2015-07-13,Microsoft Corporation,NASDAQ,45.54
MSFT,2015-07-14,Microsoft Corporation,NASDAQ,45.62
MSFT,2015-07-15,Microsoft Corporation,NASDAQ,45.76
MSFT,2015-07-16,Microsoft Corporation,NASDAQ,46.66
MSFT,2015-07-17,Microsoft Corporation,NASDAQ,46.62
MSFT,2015-07-20,Microsoft Corporation,NASDAQ,46.92
MSFT,2015-07-21,Microsoft Corporation,NASDAQ,47.28
MSFT,2015-07-22,Microsoft Corporation,NASDAQ,45.54
MSFT,2015-07-23,Microsoft Corporation,NASDAQ,46.11
MSFT,2015-07-24,Microsoft Corporation,NASDAQ,45.94
MSFT,2015-07-27,Microsoft Corporation,NASDAQ,45.35
MSFT,2015-07-28,Microsoft Corporation,NASDAQ,45.34
MSFT,2015-07-29,Microsoft Corporation,NASDAQ,46.29
MSFT,2015-07-30,Microsoft Corporation,NASDAQ,46.88
MSFT,2015-07-31,Microsoft Corporation,NASDAQ,46.7
MSFT,2015-08-03,Microsoft Corporation,NASDAQ,46.81
MSFT,2015-08-04,Microsoft Corporation,NASDAQ,47.54
MSFT,2015-08-05,Microsoft Corporation,NASDAQ,47.58
MSFT,2015-08-06,Microsoft Corporation,NASDAQ,46.62
MSFT,2015-08-07,Microsoft Corporation,NASDAQ,46.74
MSFT,2015-08-10,Microsoft Corporation,NASDAQ,47.33
MSFT,2015-08-11,Microsoft Corporation,NASDAQ,46.41
MSFT,2015-08-12,Microsoft Corporation,NASDAQ,46.74
MSFT,2015-08-13,Microsoft Corporation,NASDAQ,46.73
MSFT,2015-08-14,Microsoft Corporation,NASDAQ,47
MSFT,2015-08-17,Microsoft Corporation,NASDAQ,47.32
MSFT,2015-08-18,Microsoft Corporation,NASDAQ,47.27
MSFT,2015-08-19,Microsoft Corporation,NASDAQ,46.61
MSFT,2015-08-20,Microsoft Corporation,NASDAQ,45.66
MSFT,2015-08-21,Microsoft Corporation,NASDAQ,43.07
MSFT,2015-08-24,Microsoft Corporation,NASDAQ,41.68
MSFT,2015-08-25,Microsoft Corporation,NASDAQ,40.47
MSFT,2015-08-26,Microsoft Corporation,NASDAQ,42.71
MSFT,2015-08-27,Microsoft Corporation,NASDAQ,43.9
MSFT,2015-08-28,Microsoft Corporation,NASDAQ,43.93
MSFT,2015-08-31,Microsoft Corporation,NASDAQ,43.52
MSFT,2015-09-01,Microsoft Corporation,NASDAQ,41.82
MSFT,2015-09-02,Microsoft Corporation,NASDAQ,43.36
MSFT,2015-09-03,Microsoft Corporation,NASDAQ,43.5
MSFT,2015-09-04,Microsoft Corporation,NASDAQ,42.61
MSFT,2015-09-08,Microsoft Corporation,NASDAQ,43.89
MSFT,2015-09-09,Microsoft Corporation,NASDAQ,43.07
MSFT,2015-09-10,Microsoft Corporation,NASDAQ,43.29
MSFT,2015-09-11,Microsoft Corporation,NASDAQ,43.48
MSFT,2015-09-14,Microsoft Corporation,NASDAQ,43.04
MSFT,2015-09-15,Microsoft Corporation,NASDAQ,43.98
MSFT,2015-09-16,Microsoft Corporation,NASDAQ,44.3
MSFT,2015-09-17,Microsoft Corporation,NASDAQ,44.25
MSFT,2015-09-18,Microsoft Corporation,NASDAQ,43.48
MSFT,2015-09-21,Microsoft Corporation,NASDAQ,44.11
MSFT,2015-09-22,Microsoft Corporation,NASDAQ,43.9
MSFT,2015-09-23,Microsoft Corporation,NASDAQ,43.87
MSFT,2015-09-24,Microsoft Corporation,NASDAQ,43.91
MSFT,2015-09-25,Microsoft Corporation,NASDAQ,43.94
MSFT,2015-09-28,Microsoft Corporation,NASDAQ,43.29
MSFT,2015-09-29,Microsoft Corporation,NASDAQ,43.44
MSFT,2015-09-30,Microsoft Corporation,NASDAQ,44.26
MSFT,2015-10-01,Microsoft Corporation,NASDAQ,44.61
MSFT,2015-10-02,Microsoft Corporation,NASDAQ,45.57
MSFT,2015-10-05,Microsoft Corporation,NASDAQ,46.63
MSFT,2015-10-06,Microsoft Corporation,NASDAQ,46.75
MSFT,2015-10-07,Microsoft Corporation,NASDAQ,46.8
MSFT,2015-10-08,Microsoft Corporation,NASDAQ,47.45
MSFT,2015-10-09,Microsoft Corporation,NASDAQ,47.11
MSFT,2015-10-12,Microsoft Corporation,NASDAQ,47
MSFT,2015-10-13,Microsoft Corporation,NASDAQ,46.89
MSFT,2015-10-14,Microsoft Corporation,NASDAQ,46.68
MSFT,2015-10-15,Microsoft Corporation,NASDAQ,47.01
MSFT,2015-10-16,Microsoft Corporation,NASDAQ,47.51
MSFT,2015-10-19,Microsoft Corporation,NASDAQ,47.62
MSFT,2015-10-20,Microsoft Corporation,NASDAQ,47.77
MSFT,2015-10-21,Microsoft Corporation,NASDAQ,47.2
MSFT,2015-10-22,Microsoft Corporation,NASDAQ,48.03
MSFT,2015-10-23,Microsoft Corporation,NASDAQ,52.87
MSFT,2015-10-26,Microsoft Corporation,NASDAQ,54.25
MSFT,2015-10-27,Microsoft Corporation,NASDAQ,53.69
MSFT,2015-10-28,Microsoft Corporation,NASDAQ,53.98
MSFT,2015-10-29,Microsoft Corporation,NASDAQ,53.36
MSFT,2015-10-30,Microsoft Corporation,NASDAQ,52.64
MSFT,2015-11-02,Microsoft Corporation,NASDAQ,53.24
MSFT,2015-11-03,Microsoft Corporation,NASDAQ,54.15
MSFT,2015-11-04,Microsoft Corporation,NASDAQ,54.4
MSFT,2015-11-05,Microsoft Corporation,NASDAQ,54.38
MSFT,2015-11-06,Microsoft Corporation,NASDAQ,54.92
MSFT,2015-11-09,Microsoft Corporation,NASDAQ,54.16
MSFT,2015-11-10,Microsoft Corporation,NASDAQ,53.51
MSFT,2015-11-11,Microsoft Corporation,NASDAQ,53.65
MSFT,2015-11-12,Microsoft Corporation,NASDAQ,53.32
MSFT,2015-11-13,Microsoft Corporation,NASDAQ,52.84
MSFT,2015-11-16,Microsoft Corporation,NASDAQ,53.77
MSFT,2015-11-17,Microsoft Corporation,NASDAQ,52.97
MSFT,2015-11-18,Microsoft Corporation,NASDAQ,53.85
MSFT,2015-11-19,Microsoft Corporation,NASDAQ,53.94
MSFT,2015-11-20,Microsoft Corporation,NASDAQ,54.19
MSFT,2015-11-23,Microsoft Corporation,NASDAQ,54.19
MSFT,2015-11-24,Microsoft Corporation,NASDAQ,54.25
MSFT,2015-11-25,Microsoft Corporation,NASDAQ,53.69
MSFT,2015-11-27,Microsoft Corporation,NASDAQ,53.93
MSFT,2015-11-30,Microsoft Corporation,NASDAQ,54.35
MSFT,2015-12-01,Microsoft Corporation,NASDAQ,55.22
MSFT,2015-12-02,Microsoft Corporation,NASDAQ,55.21
MSFT,2015-12-03,Microsoft Corporation,NASDAQ,54.2
MSFT,2015-12-04,Microsoft Corporation,NASDAQ,55.91
MSFT,2015-12-07,Microsoft Corporation,NASDAQ,55.81
MSFT,2015-12-08,Microsoft Corporation,NASDAQ,55.79
MSFT,2015-12-09,Microsoft Corporation,NASDAQ,54.98
MSFT,2015-12-10,Microsoft Corporation,NASDAQ,55.27
MSFT,2015-12-11,Microsoft Corporation,NASDAQ,54.06
MSFT,2015-12-14,Microsoft Corporation,NASDAQ,55.14
MSFT,2015-12-15,Microsoft Corporation,NASDAQ,55.2
MSFT,2015-12-16,Microsoft Corporation,NASDAQ,56.13
MSFT,2015-12-17,Microsoft Corporation,NASDAQ,55.7
MSFT,2015-12-18,Microsoft Corporation,NASDAQ,54.13
MSFT,2015-12-21,Microsoft Corporation,NASDAQ,54.83
MSFT,2015-12-22,Microsoft Corporation,NASDAQ,55.35
MSFT,2015-12-23,Microsoft Corporation,NASDAQ,55.82
MSFT,2015-12-24,Microsoft Corporation,NASDAQ,55.67
MSFT,2015-12-28,Microsoft Corporation,NASDAQ,55.95
MSFT,2015-12-29,Microsoft Corporation,NASDAQ,56.55
MSFT,2015-12-30,Microsoft Corporation,NASDAQ,56.31
MSFT,2015-12-31,Microsoft Corporation,NASDAQ,55.48
MSFT,2016-01-04,Microsoft Corporation,NASDAQ,54.8
MSFT,2016-01-05,Microsoft Corporation,NASDAQ,55.05
MSFT,2016-01-06,Microsoft Corporation,NASDAQ,54.05
MSFT,2016-01-07,Microsoft Corporation,NASDAQ,52.17
MSFT,2016-01-08,Microsoft Corporation,NASDAQ,52.33
MSFT,2016-01-11,Microsoft Corporation,NASDAQ,52.3
MSFT,2016-01-12,Microsoft Corporation,NASDAQ,52.78
MSFT,2016-01-13,Microsoft Corporation,NASDAQ,51.64
MSFT,2016-01-14,Microsoft Corporation,NASDAQ,53.11
MSFT,2016-01-15,Microsoft Corporation,NASDAQ,50.99
MSFT,2016-01-19,Microsoft Corporation,NASDAQ,50.56
MSFT,2016-01-20,Microsoft Corporation,NASDAQ,50.79
MSFT,2016-01-21,Microsoft Corporation,NASDAQ,50.48
MSFT,2016-01-22,Microsoft Corporation,NASDAQ,52.29
MSFT,2016-01-25,Microsoft Corporation,NASDAQ,51.79
MSFT,2016-01-26,Microsoft Corporation,NASDAQ,52.17
MSFT,2016-01-27,Microsoft Corporation,NASDAQ,51.22
MSFT,2016-01-28,Microsoft Corporation,NASDAQ,52.05
MSFT,2016-01-29,Microsoft Corporation,NASDAQ,55.09
MSFT,2016-02-01,Microsoft Corporation,NASDAQ,54.71
MSFT,2016-02-02,Microsoft Corporation,NASDAQ,53
MSFT,2016-02-03,Microsoft Corporation,NASDAQ,52.16
MSFT,2016-02-04,Microsoft Corporation,NASDAQ,52
MSFT,2016-02-05,Microsoft Corporation,NASDAQ,50.16
MSFT,2016-02-08,Microsoft Corporation,NASDAQ,49.41
MSFT,2016-02-09,Microsoft Corporation,NASDAQ,49.28
MSFT,2016-02-10,Microsoft Corporation,NASDAQ,49.71
MSFT,2016-02-11,Microsoft Corporation,NASDAQ,49.69
MSFT,2016-02-12,Microsoft Corporation,NASDAQ,50.5
MSFT,2016-02-16,Microsoft Corporation,NASDAQ,51.09
MSFT,2016-02-17,Microsoft Corporation,NASDAQ,52.42
MSFT,2016-02-18,Microsoft Corporation,NASDAQ,52.19
MSFT,2016-02-19,Microsoft Corporation,NASDAQ,51.82
MSFT,2016-02-22,Microsoft Corporation,NASDAQ,52.65
MSFT,2016-02-23,Microsoft Corporation,NASDAQ,51.18
MSFT,2016-02-24,Microsoft Corporation,NASDAQ,51.36
MSFT,2016-02-25,Microsoft Corporation,NASDAQ,52.1
MSFT,2016-02-26,Microsoft Corporation,NASDAQ,51.3
MSFT,2016-02-27,Microsoft Corporation,NASDAQ,51.33
MSFT,2016-02-29,Microsoft Corporation,NASDAQ,50.88
MSFT,2016-03-01,Microsoft Corporation,NASDAQ,52.58
MSFT,2016-03-02,Microsoft Corporation,NASDAQ,52.95
MSFT,2016-03-03,Microsoft Corporation,NASDAQ,52.35
MSFT,2016-03-04,Microsoft Corporation,NASDAQ,52.03
MSFT,2016-03-07,Microsoft Corporation,NASDAQ,51.03
MSFT,2016-03-08,Microsoft Corporation,NASDAQ,51.65
MSFT,2016-03-09,Microsoft Corporation,NASDAQ,52.84
MSFT,2016-03-10,Microsoft Corporation,NASDAQ,52.05
MSFT,2016-03-11,Microsoft Corporation,NASDAQ,53.07
MSFT,2016-03-14,Microsoft Corporation,NASDAQ,53.17
MSFT,2016-03-15,Microsoft Corporation,NASDAQ,53.59
MSFT,2016-03-16,Microsoft Corporation,NASDAQ,54.35
MSFT,2016-03-17,Microsoft Corporation,NASDAQ,54.66
MSFT,2016-03-18,Microsoft Corporation,NASDAQ,53.49
MSFT,2016-03-21,Microsoft Corporation,NASDAQ,53.86
MSFT,2016-03-22,Microsoft Corporation,NASDAQ,54.07
MSFT,2016-03-23,Microsoft Corporation,NASDAQ,53.97
MSFT,2016-03-24,Microsoft Corporation,NASDAQ,54.21
MSFT,2016-03-28,Microsoft Corporation,NASDAQ,53.54
MSFT,2016-03-29,Microsoft Corporation,NASDAQ,54.71
MSFT,2016-03-30,Microsoft Corporation,NASDAQ,55.05
MSFT,2016-03-31,Microsoft Corporation,NASDAQ,55.23
MSFT,2016-04-01,Microsoft Corporation,NASDAQ,55.57
MSFT,2016-04-04,Microsoft Corporation,NASDAQ,55.43
MSFT,2016-04-05,Microsoft Corporation,NASDAQ,54.56
MSFT,2016-04-06,Microsoft Corporation,NASDAQ,55.12
MSFT,2016-04-07,Microsoft Corporation,NASDAQ,54.46
MSFT,2016-04-08,Microsoft Corporation,NASDAQ,54.42
